Payee Name,Agency,Zip Code,Amount,Payment Description
URS CORPORATION,ENVIRONMENT,94111,3375.63,OTHER NON-COUNTY DESIGN COSTS
URS CORPORATION,ENVIRONMENT,94111,7846.7,OTHER NON-COUNTY DESIGN COSTS
URS CORPORATION,PUBLIC WORKS & TRANSPORTATION,94111,9721.03,DESIGN
URS CORPORATION,PUBLIC WORKS & TRANSPORTATION,94111,12271.98,DESIGN
URS CORPORATION,PUBLIC WORKS & TRANSPORTATION,94111,1543.34,DESIGN
URS CORPORATION,PUBLIC WORKS & TRANSPORTATION,94111,25542.07,DESIGN
ASSOCIATED BUILDING,HEALTH,21114,426.92,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.93,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HOMELAND SECURITY,21114,725,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,546.86,JANITORIAL SERVICES
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,35731.09,JANITORIAL SERVICES
ASSOCIATED BUILDING,HEALTH,21114,426.92,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.93,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HOMELAND SECURITY,21114,725,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,1573.33,JANITORIAL SERVICES
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,34157.76,JANITORIAL SERVICES
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,35731.09,JANITORIAL SERVICES
ASSOCIATED BUILDING,HOMELAND SECURITY,21114,725,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
ASSOCIATED BUILDING,HEALTH,21114,426.92,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.93,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,19720.53,JANITORIAL SERVICES
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,35024.36,JANITORIAL SERVICES
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,35024.36,JANITORIAL SERVICES
ASSOCIATED BUILDING,HOMELAND SECURITY,21114,725,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
ASSOCIATED BUILDING,HOMELAND SECURITY,21114,725,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,35024.36,JANITORIAL SERVICES
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,35024.36,JANITORIAL SERVICES
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,35024.36,JANITORIAL SERVICES
ASSOCIATED BUILDING,HOMELAND SECURITY,21114,725,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
ASSOCIATED BUILDING,HEALTH,21114,426.92,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.93,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.92,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.93,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.92,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.93,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HOMELAND SECURITY,21114,725,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
ASSOCIATED BUILDING,HEALTH,21114,426.92,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.93,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,35731.09,JANITORIAL SERVICES
ASSOCIATED BUILDING,HOMELAND SECURITY,21114,725,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
ASSOCIATED BUILDING,HEALTH,21114,426.92,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.93,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,35731.09,JANITORIAL SERVICES
ASSOCIATED BUILDING,HOMELAND SECURITY,21114,725,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
ASSOCIATED BUILDING,HEALTH,21114,426.92,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.93,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,1573.33,JANITORIAL SERVICES
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,32584.43,JANITORIAL SERVICES
ASSOCIATED BUILDING,CENTRAL SERVICES,21114,1573.33,JANITORIAL SERVICES
ASSOCIATED BUILDING,HOMELAND SECURITY,21114,725,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
ASSOCIATED BUILDING,HEALTH,21114,426.92,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.93,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.92,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.93,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HOMELAND SECURITY,21114,725,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
ASSOCIATED BUILDING,HOMELAND SECURITY,21114,725,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
ASSOCIATED BUILDING,HEALTH,21114,426.92,BUILDING REPAIR & MAINTENANCE
ASSOCIATED BUILDING,HEALTH,21114,426.93,BUILDING REPAIR & MAINTENANCE
Progressive Life Center Inc,COUNTY COUNCIL,20002,55388,DISCRETIONARY GRANT AWARDS
Progressive Life Center Inc,SOCIAL SERVICES,20002,25665,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,FAMILY SERVICES,20002,10444.5,OTHER OPERATING SUPPLIES
Progressive Life Center Inc,FAMILY SERVICES,20002,330,OTHER OPERATING SUPPLIES
Progressive Life Center Inc,SOCIAL SERVICES,20002,16921.17,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,SOCIAL SERVICES,20002,6916,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,SOCIAL SERVICES,20002,6916,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,SOCIAL SERVICES,20002,11164,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,FAMILY SERVICES,20002,6422.26,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,FAMILY SERVICES,20002,20000,OTHER OPERATING SUPPLIES
Progressive Life Center Inc,FAMILY SERVICES,20002,3052.5,OTHER OPERATING SUPPLIES
Progressive Life Center Inc,SOCIAL SERVICES,20002,11687,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,FAMILY SERVICES,20002,8750,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,FAMILY SERVICES,20002,40158.46,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,SOCIAL SERVICES,20002,4607.57,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,SOCIAL SERVICES,20002,8866.61,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,SOCIAL SERVICES,20002,26015.93,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,SOCIAL SERVICES,20002,39181.03,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,FAMILY SERVICES,20002,5392.09,OTHER OPERATING SUPPLIES
Progressive Life Center Inc,FAMILY SERVICES,20002,10780.91,OTHER OPERATING SUPPLIES
Progressive Life Center Inc,FAMILY SERVICES,20002,18605.94,OTHER OPERATING CONTRACT SERVICES
Progressive Life Center Inc,FAMILY SERVICES,20002,30000,OTHER OPERATING CONTRACT SERVICES
MEALS ON WHEELS OF COLLEGE PARK INC,NON-DEPARTMENTAL,20740,3000,COUNCIL COMMUNITY ACTION GRANT
MEALS ON WHEELS OF COLLEGE PARK INC,NON-DEPARTMENTAL,20740,3000,COUNCIL COMMUNITY ACTION GRANT
MEALS ON WHEELS OF COLLEGE PARK INC,NON-DEPARTMENTAL,20740,25000,COUNCIL COMMUNITY ACTION GRANT
MEALS ON WHEELS OF COLLEGE PARK INC,NON-DEPARTMENTAL,20740,3000,COUNCIL COMMUNITY ACTION GRANT
MEALS ON WHEELS OF COLLEGE PARK INC,FAMILY SERVICES,20740,7626,OTHER OPERATING CONTRACT SERVICES
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1550,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1745,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,989,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2442,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1084,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,8897,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,707,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1475,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,29716,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,8954,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,5516,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,7594,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,6973.5,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,200,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,839,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,871,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,3474,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1728,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1381,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,707,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1500,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,582,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,582,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,80,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,400,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2426,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,6,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,5,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,3647,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2.5,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2657.5,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,8554,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,8050,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,6206,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,19616,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,10194,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,13975,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,5898,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,4150,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,4586,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,4192,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,-4192,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,-6206,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,4192,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1039,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,732,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1189,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,3812,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,7414,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,4031,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,200,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,4585,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,50,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,3372,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,30,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,3396,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,3.5,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,3096.5,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1514,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2220,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2550,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2795,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1667,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2720,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,3190,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2178,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2050,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1710,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2952,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1153,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2638,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2259,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1831,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2906,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2906,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2676,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1609,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1803,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1742,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1550,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,356,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1000,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,50.5,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1645.5,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,70,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1626,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,9,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1219,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,757,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,757,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,964,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1446,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1435,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1314,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2680,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2110,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1089,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1606,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,689,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,689,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1603,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2295,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1635,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,2214,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,1221,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,3924,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,532,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,532,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,707,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,582,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,532,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,707,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,532,OPERATION MANAGEMENT CONTRACT
Lawn Boyz Ground Maintenance,CENTRAL SERVICES,20772,582,OPERATION MANAGEMENT CONTRACT
ABSS Solutions Inc,HEALTH,20772,2356.23,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,1874.03,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,2110.61,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,1911.35,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,2370.38,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,2385.43,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,1948.98,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,2287.6,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,3628,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,1539.63,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,3321.44,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,1188.95,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,3265.2,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,3628,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,2167.2,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,1715.7,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,1316.88,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,2272.55,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,3628,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,2408,TEMPORARY SERVICES-NURSES
ABSS Solutions Inc,HEALTH,20772,2310.18,TEMPORARY SERVICES-NURSES
Digital Copier Associates Inc,"PERMITTING, INSPECTIONS & ENFORCEMENT",20706,4971,INFORMATION TECHNOLOGY EQUIPMENT NON-CAPITAL
Digital Copier Associates Inc,POLICE,20706,3150.76,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,POLICE,20706,3150.76,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,POLICE,20706,6301.52,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,POLICE,20706,3150.76,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,POLICE,20706,-6301.52,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,POLICE,20706,-3150.76,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,POLICE,20706,3150.76,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,136.89,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,-136.89,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,NON-DEPARTMENTAL,20706,454,DUPLICATION AND REPRODUCTION
Digital Copier Associates Inc,CENTRAL SERVICES,20706,5988.78,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,CENTRAL SERVICES,20706,2016.06,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,CENTRAL SERVICES,20706,505.08,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,CENTRAL SERVICES,20706,270.11,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,POLICE,20706,135,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,156.82,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,156.82,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,116.61,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,40.21,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,337.7,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,156.82,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,156.82,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,346.42,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,136.89,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,136.89,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,136.89,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,76.75,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,118.79,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,133.21,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,CIRCUIT COURT,20706,574.45,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,CIRCUIT COURT,20706,103.49,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,CIRCUIT COURT,20706,426.84,Loss-inventory differences
Digital Copier Associates Inc,CIRCUIT COURT,20706,2227.28,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,POLICE,20706,2316.37,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,POLICE,20706,2316.37,OTHER EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,734.03,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,136.89,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,136.89,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,136.89,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,136.89,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,76.75,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,225.21,OTHER OPERATING  EQUIPMENT NON-CAPITAL
Digital Copier Associates Inc,HEALTH,20706,136.89,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,114.79,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,146.66,OFFICE EQUIPMENT RENTAL/LEASE
Digital Copier Associates Inc,HEALTH,20706,168.76,OFFICE EQUIPMENT RENTAL/LEASE
